AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0113CP00163,CITY OF LONDON,0,532690,181130,1,3 Pedestrian,2 Female,25-59,29,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00165,CITY OF LONDON,0,532700,181550,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00166,CITY OF LONDON,0,531720,181420,1,3 Pedestrian,2 Female,25-59,34,1,3 Slight,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian, 
0113CP00167,CITY OF LONDON,0,532550,181140,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113CP00168,CITY OF LONDON,0,532660,180900,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113CP00169,CITY OF LONDON,0,531750,180830,1,1 Driver/Rider,1 Male,25-59,41,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00170,CITY OF LONDON,0,533320,181670,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00171,CITY OF LONDON,0,531520,180830,1,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00172,CITY OF LONDON,0,531270,181160,1,3 Pedestrian,1 Male,25-59,25,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00174,CITY OF LONDON,0,532530,181050,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00175,CITY OF LONDON,0,533040,181360,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00176,CITY OF LONDON,0,532010,181080,1,2 Passenger,1 Male,25-59,52,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00177,CITY OF LONDON,0,532860,180760,1,1 Driver/Rider,2 Female,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00178,CITY OF LONDON,0,533790,181080,1,3 Pedestrian,2 Female,25-59,26,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113CP00179,CITY OF LONDON,0,533190,181430,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00180,CITY OF LONDON,0,532840,181520,1,1 Driver/Rider,1 Male,25-59,33,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00181,CITY OF LONDON,0,532240,181200,1,3 Pedestrian,1 Male,16-24,24,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00182,CITY OF LONDON,0,532870,180830,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00183,CITY OF LONDON,0,533750,180640,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00184,CITY OF LONDON,0,531380,180820,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00185,CITY OF LONDON,0,532480,180800,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00186,CITY OF LONDON,0,531800,180820,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00187,CITY OF LONDON,0,533370,181910,1,2 Passenger,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00189,CITY OF LONDON,0,532890,180690,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0113CP00190,CITY OF LONDON,0,533372,181930,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00191,CITY OF LONDON,0,531370,180810,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00192,CITY OF LONDON,0,533550,181240,1,1 Driver/Rider,1 Male,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00194,CITY OF LONDON,0,532860,180840,1,3 Pedestrian,2 Female,25-59,57,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00195,CITY OF LONDON,0,533040,181120,1,3 Pedestrian,2 Female,60+,62,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00196,CITY OF LONDON,0,532870,180830,1,3 Pedestrian,2 Female,25-59,55,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00197,CITY OF LONDON,0,532740,181050,1,3 Pedestrian,2 Female,25-59,33,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113CP00199,CITY OF LONDON,0,531400,181560,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00200,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00201,CITY OF LONDON,0,531620,181690,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113CP00202,CITY OF LONDON,0,531850,181710,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00203,CITY OF LONDON,0,531830,180830,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00204,CITY OF LONDON,0,532050,180930,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00205,CITY OF LONDON,0,533280,181590,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0113CP00206,CITY OF LONDON,0,532100,181830,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00207,CITY OF LONDON,0,531380,180810,1,1 Driver/Rider,1 Male,25-59,51,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00208,CITY OF LONDON,0,531630,181180,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00209,CITY OF LONDON,0,533690,180890,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00210,CITY OF LONDON,0,533600,181180,1,3 Pedestrian,1 Male,25-59,34,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00211,CITY OF LONDON,0,532840,180860,1,2 Passenger,2 Female,60+,71,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00212,CITY OF LONDON,0,531720,180820,1,2 Passenger,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113CP00213,CITY OF LONDON,0,531790,181150,1,3 Pedestrian,2 Female,25-59,31,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00214,CITY OF LONDON,0,532710,181540,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00215,CITY OF LONDON,0,532670,180890,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00216,CITY OF LONDON,0,531410,181170,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00217,CITY OF LONDON,0,533550,181180,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00219,CITY OF LONDON,0,533620,181190,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00221,CITY OF LONDON,0,532970,180950,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113CP00222,CITY OF LONDON,0,533600,181180,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00223,CITY OF LONDON,0,533280,181590,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00224,CITY OF LONDON,0,533340,180710,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113CP00225,CITY OF LONDON,0,533180,181410,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00226,CITY OF LONDON,0,533320,181670,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00227,CITY OF LONDON,0,532330,180980,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00228,CITY OF LONDON,0,533540,181170,1,1 Driver/Rider,2 Female,16-24,21,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00229,CITY OF LONDON,0,532180,181040,1,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00230,CITY OF LONDON,0,532390,181000,1,3 Pedestrian,1 Male,25-59,56,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00231,CITY OF LONDON,0,532790,180860,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00232,CITY OF LONDON,0,531610,180820,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00233,CITY OF LONDON,0,531280,181160,2,3 Pedestrian,2 Female,60+,77,1,3 Slight,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
0113CP00233,CITY OF LONDON,0,531280,181160,1,3 Pedestrian,2 Female,60+,77,1,3 Slight,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
0113CP00235,CITY OF LONDON,0,531690,180920,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00236,CITY OF LONDON,0,532850,180760,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00237,CITY OF LONDON,0,533300,180980,1,3 Pedestrian,1 Male,16-24,20,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113CP00238,CITY OF LONDON,0,532970,180950,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00239,CITY OF LONDON,0,532830,180850,2,3 Pedestrian,2 Female,16-24,19,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00239,CITY OF LONDON,0,532830,180850,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00240,CITY OF LONDON,0,531670,181610,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00241,CITY OF LONDON,0,533610,181180,1,2 Passenger,2 Female,25-59,26,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00242,CITY OF LONDON,0,532860,180760,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00243,CITY OF LONDON,0,532780,180970,1,2 Passenger,2 Female,0-15,3,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00245,CITY OF LONDON,0,533200,181430,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113CP00246,CITY OF LONDON,0,533220,180940,1,3 Pedestrian,2 Female,25-59,52,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113CP00247,CITY OF LONDON,0,532380,180990,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00248,CITY OF LONDON,0,532590,180920,3,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,9,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,8,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,4,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,5,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,7,2 Passenger,2 Female,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00248,CITY OF LONDON,0,532590,180920,6,2 Passenger,1 Male,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00249,CITY OF LONDON,0,532700,181670,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00250,CITY OF LONDON,0,531570,181560,1,1 Driver/Rider,1 Male,25-59,34,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00251,CITY OF LONDON,0,531270,181150,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00252,CITY OF LONDON,0,533380,181930,1,1 Driver/Rider,2 Female,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00253,CITY OF LONDON,0,533250,180650,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00254,CITY OF LONDON,0,531590,181560,2,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00254,CITY OF LONDON,0,531590,181560,1,1 Driver/Rider,1 Male,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00255,CITY OF LONDON,0,531560,181560,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00256,CITY OF LONDON,0,532940,181690,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00257,CITY OF LONDON,0,532100,181830,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00258,CITY OF LONDON,0,532720,181110,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113CP00258,CITY OF LONDON,0,532720,181110,2,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00259,CITY OF LONDON,0,533600,180930,1,3 Pedestrian,1 Male,25-59,53,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00260,CITY OF LONDON,0,531630,181170,1,3 Pedestrian,2 Female,25-59,34,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113CP00261,CITY OF LONDON,0,533290,181600,1,3 Pedestrian,2 Female,25-59,33,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113CP00263,CITY OF LONDON,0,532750,181110,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0113CP00264,CITY OF LONDON,0,532420,180810,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113CP00265,CITY OF LONDON,0,532300,181190,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00266,CITY OF LONDON,0,533380,181910,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113CP00267,CITY OF LONDON,0,532140,181610,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00268,CITY OF LONDON,0,531800,181390,2,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00268,CITY OF LONDON,0,531800,181390,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0113CP00269,CITY OF LONDON,0,533310,180600,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00270,CITY OF LONDON,0,533210,180760,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00271,CITY OF LONDON,0,533250,181520,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00272,CITY OF LONDON,0,532770,180400,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00273,CITY OF LONDON,0,531270,181160,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00274,CITY OF LONDON,0,532710,181560,1,3 Pedestrian,2 Female,25-59,48,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0113CP00275,CITY OF LONDON,0,533110,181600,1,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00276,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00277,CITY OF LONDON,0,533190,180640,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00278,CITY OF LONDON,0,532860,180770,1,1 Driver/Rider,2 Female,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00279,CITY OF LONDON,0,532430,181950,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00281,CITY OF LONDON,0,533060,181460,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00282,CITY OF LONDON,0,532650,181260,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00283,CITY OF LONDON,0,532440,180960,1,1 Driver/Rider,1 Male,25-59,41,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00284,CITY OF LONDON,0,531640,180980,1,1 Driver/Rider,1 Male,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00285,CITY OF LONDON,0,532860,180760,1,3 Pedestrian,2 Female,25-59,33,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113CP00286,CITY OF LONDON,0,533230,181520,1,3 Pedestrian,1 Male,25-59,29,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00287,CITY OF LONDON,0,532740,181050,1,3 Pedestrian,2 Female,25-59,50,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00289,CITY OF LONDON,0,533220,181140,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00289,CITY OF LONDON,0,533220,181140,2,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00291,CITY OF LONDON,0,532400,181170,1,1 Driver/Rider,1 Male,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00292,CITY OF LONDON,0,532470,181150,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00293,CITY OF LONDON,0,533250,180650,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00294,CITY OF LONDON,0,532800,180930,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00295,CITY OF LONDON,0,532870,180800,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00296,CITY OF LONDON,0,533230,181510,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00297,CITY OF LONDON,0,532140,181540,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00298,CITY OF LONDON,0,532430,180820,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00299,CITY OF LONDON,0,533680,180810,1,2 Passenger,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00300,CITY OF LONDON,0,532700,181120,1,3 Pedestrian,1 Male,25-59,55,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00301,CITY OF LONDON,0,532650,181240,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0113CP00302,CITY OF LONDON,0,532860,180810,1,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00303,CITY OF LONDON,0,531780,180830,1,1 Driver/Rider,1 Male,25-59,59,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00304,CITY OF LONDON,0,531160,181600,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00306,CITY OF LONDON,0,531850,181710,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00307,CITY OF LONDON,0,532880,181710,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00308,CITY OF LONDON,0,532960,180940,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113CP00309,CITY OF LONDON,0,532100,181840,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00310,CITY OF LONDON,0,532420,180820,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113CP00311,CITY OF LONDON,0,531270,181160,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00312,CITY OF LONDON,0,532840,180740,1,2 Passenger,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113CP00313,CITY OF LONDON,0,532600,181280,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00314,CITY OF LONDON,0,531630,181160,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00315,CITY OF LONDON,0,533220,180750,1,3 Pedestrian,1 Male,25-59,34,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113CP00316,CITY OF LONDON,0,532100,181850,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113CP00317,CITY OF LONDON,0,533300,181430,3,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113CP00317,CITY OF LONDON,0,533300,181430,2,3 Pedestrian,1 Male,25-59,29,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113CP00317,CITY OF LONDON,0,533300,181430,4,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113CP00317,CITY OF LONDON,0,533300,181430,1,3 Pedestrian,2 Female,25-59,27,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113CP00318,CITY OF LONDON,0,533210,181440,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113CP00319,CITY OF LONDON,0,531790,181400,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
